Marca,Modelo,Motor,Referencia_OEM,Potencia_kW_CV,Año_Rango,Filtro_Aire,Filtro_Aceite,Filtro_Combustible,Cod_Filtro_Habitaculo,Tipo_Filtro_Habitaculo
VW (VOLKSWAGEN),GENERAL,1.4 TSI (6C),CZEA,110 (150),05/14 ©,C 27 009 / C 3880 / C 21 014 / C 21 014,,W 712/95 / WK 69 / W 712/94 / WK 69/2 / W 712/95 / WK 69/2 / W 712/95 / WK 69/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 BiFuel (6R),CNKA,,01/11-05/14,C 3880,,W 712/94 / WK 69/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (6R),"CAYC, CLNA",77 (105),06/09-05/14,C 15 008,HU 7008 z,WK 823/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (6R),CAYA,,06/09-05/14,C 15 008,HU 7008 z,WK 823/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (6R),CAYB,,06/09-05/14,C 15 008,HU 7008 z,WK 823/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 GTI (6C),"DAJA, DAJB",141 (192),11/14 ©,C 29 029,HU 6013 z,WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.8 GTI 230 (6C),DAJA,169 (230),04/16 ©,C 29 029,HU 6013 z,WK 69,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI R-WRC (6R),CDLJ,162 (220),09/13-05/14,,HU 719/6 x,WK 69,CU 26 010 / CUK 26 010 / FP 26 010 / CU 2545 / CUK 2545,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo
VW (VOLKSWAGEN),GENERAL,1.4 TSI (61 / Kaluga),CZCA,92 (125),08/16 ©,C 27 009 / C 3880 / C 21 014 / C 21 014 / C 3880 / C 3880,,W 712/95 / WK 69 / W 712/94 / WK 69/2 / W 712/95 / WK 69/2 / W 712/95 / WK 69/2 / W 712/94 / WK 69/2 / W 712/94 / WK 69/2,CU 2545 / CUK 2545 / FP 26 010 / CU 26 010 / CUK 26 010 / FP 26 010,Partículas / Carbón Activo / Biofuncional / Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI,"CZDA, CZEA",110 (150),06/17 ©,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.4 TSI E100 Flex,CWLA,110 (150),07/17 ©,C 27 009,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSI,"DADA, DPCA",110 (150),09/18 ©,C 28 043,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,CUAA,176 (239),06/17-09/20,C 38 002 / C 38 003,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,"DBGC, DFGA, DTSA, DTSB",110 (150),06/17 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DFHA,140 (190),06/17-07/21,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DTUA,147 (200),06/20 ©,C 30 005 / C 30 004,HU 5003 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,DNPA,180 (245),09/20 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,"DNLA, DNNA",140 (190),09/18 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,DKTA,169 (230),09/18 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,DGUA,137 (186),06/17 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,DGVA,132 (180),06/17 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,"CXDA, DNJA",162 (220),07/17 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DTRC,90 (122),06/20 ©,C 30 005 / C 30 004,HU 5003 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,"DFGA, DBGC, DTSA, DTSB",110 (150),02/16 ©,C 30 005 / C 30 004,HU 7020 z / HU 5003 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DTUA,147 (200),09/20 ©,C 30 005 / C 30 004,HU 5003 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DFHA,140 (190),02/16-07/20,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,CYKC,81 (110),08/16-07/20,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,CRGB,130 (177),08/16-07/20,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,CRFD,105 (143),06/16-07/20,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,DFGC,85 (116),05/16-07/19,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI,CUAA,176 (239),05/16-07/20,C 38 002 / C 38 003,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,CZPA,132 (180),02/16 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,DKTA,169 (230),09/18-07/20,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,"DKZA, DNNA",140 (190),09/18 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,"CHHB, CXDA, DNJA",162 (220),06/16 ©,C 30 005 / C 30 004,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI,DNPA,180 (245),01/21 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI R,"DNFG, DFSE",235 (320),09/20 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,"3.2 V6 (7H, 7J)",,170 (230),05/03-12/09,C 32 191 / C 32 191/1,HU 932/6 n / H 6005 z,WK 730/1,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXGD,,10/19 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXHC,81 (110),07/19 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXEC,146 (199),11/18 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXHB,84 (114),05/16-08/19,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),"CXFA, CXHA",110 (150),04/15 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CXEB,150 (204),06/15 ©,C 32 191 / C 32 191/1,HU 7020 z,WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CFCA,132 (180),04/15 ©,C 32 191 / C 32 191/1,,W 7052 / WK 857/1,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),CAAC,103 (140),04/15 ©,C 32 191 / C 32 191/1,HU 7008 z,WK 857/1,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),"CAAB, CXGB",75 (102),04/15-12/19,C 32 191 / C 32 191/1,HU 7008 z / HU 7020 z,WK 857/1 / WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (SF/SG),"CAAA, CXGA",,04/15-06/16,C 32 191 / C 32 191/1,HU 7008 z / HU 7020 z,WK 857/1 / WK 8058,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (SF/SG),CJKB,110 (150),04/15 ©,C 32 191 / C 32 191/1,,W 719/53,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (SF/SG),CJKA,150 (204),04/15 ©,C 32 191 / C 32 191/1 / C 27 009 / C 27 009,H 6031 z,W 719/53 / W 712/95 / W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSi,DRBA,100 (136),11/21 ©,C 29 036,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDi,DSSA,110 (150),05/22 ©,C 30 005 / C 30 004,HU 5003 z,PU 8028,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSi,DRNB,150 (204),01/22 ©,C 30 005,HU 6013 z / H 6031 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI,DLAA,81 (110),09/20 ©,C 28 043,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI (A1),"CHZJ, DKRF",85 (116),09/17 ©,C 22 035,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSI (A1),"DADA, DPCA, DXDB",110 (150),09/17 ©,C 28 043,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.5 TSI (A1),DPCA,110 (150),12/19 ©,C 30 005,,W 712/95,CU 2842 / CUK 2842 / FP 2842,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.6 TDI (A1),DGTE,85 (116),05/18 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 R 4motion (A1),DNUE,221 (300),09/19 ©,C 30 005,HU 6013 z,,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (A1),"DFFA, DTTA, DTTC",110 (150),09/17 ©,C 30 005 / C 30 004,HU 7020 z / HU 5003 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (A1),DFHA,140 (190),11/18 ©,C 30 005 / C 30 004,HU 7020 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TDI (A1),DTRD,85 (115),11/20 ©,C 30 005 / C 30 004,HU 5003 z,PU 8014 / PU 8028,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,2.0 TSI (A1),"CZPB, DKZA",140 (190),09/17 ©,C 30 005 / C 31 031 / C 29 015 / C 29 015 / C 29 015,HU 6013 z,W 712/95 / W 712/95 / W 712/95 / W 712/95,CU 26 006 / CUK 26 006 / FP 26 006,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 GTI (122),DKRA,85 (116),11/17 ©,C 22 035,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
VW (VOLKSWAGEN),GENERAL,1.0 TSI (122),CHZA,,05/16-09/18,C 22 035,,W 712/95,CU 26 009 / CUK 26 009 / FP 26 009,Partículas / Carbón Activo / Biofuncional
